,question,ref_answer,pred_answer,bleu_score,train_data
699,Whom did Bhima meet first after arriving on the surface of the earth?,Bhima first met his mother and his eldest brother after arriving on the surface of the earth.,Bhima met the lotus-eyed Pandava first after arriving on the surface of,{'google_bleu': 0.3333333333333333},True
700,What did Bhima share with his brothers after meeting them?,Bhima shared everything about the villainy of Duryodhana and the incidents that had befallen him in the world of the Serpents.,Bhima shared the paramanna (rice and sugar pudding) with his brothers after meeting,{'google_bleu': 0.06097560975609756},True
701,What advice did Yudhishthira give to his brothers after hearing Bhima's story?,"Yudhishthira cautioned his brothers to observe silence and not speak of the incidents to anyone, and urged them to protect each other with care.",Yudhishthira gave his brothers advice on how to deal with the p,{'google_bleu': 0.07142857142857142},True
702,Who was the father of Kripa?,"The father of Kripa was Saradwat, the son of the sage Gautama.","The father of Kripa was Gautama, the great sage Gautama, who",{'google_bleu': 0.4},True
703,How did Saradwat acquire his weapons?,"Saradwat acquired his weapons through his austerities, similar to how Brahmanas in student life acquire knowledge of the Vedas.",Saradwat was born with arrows (in hand) and was born with ,{'google_bleu': 0.02564102564102564},False
704,What made Indra afraid of Gautama (son of Gotama)?,Gautama's aptitude for the science of weapons and his austerities made Indra greatly afraid of him.,Indra was afraid of Gautama (son of Gotama) and feared Gautama (,{'google_bleu': 0.0967741935483871},False
705,Who did Indra send to disturb the austerities of Gautama?,Indra sent a celestial damsel named Janapadi to disturb the austerities of Gautama.,Indra sent a messenger to the kings of Gautama to disturb the auster,{'google_bleu': 0.3},True
706,How did Kripa and his twin brother originate?,"Saradwat's unconscious emission of his vital fluid upon a clump of heath led to the birth of two children who were twins, Kripa and his brother.",Kripa and his twin brother Saradwat were born from a clump,{'google_bleu': 0.10377358490566038},True
707,Who presented himself before Drupada as his friend?,The mighty son of Bharadyaja (Drona) presented himself before Drupada.,The mighty son of Bharadwaja presented himself before Drupada as,{'google_bleu': 0.43478260869565216},True
708,How did Drupada react to Drona's claim of friendship?,"Drupada, intoxicated with the pride of wealth, expressed anger and disbelief at Drona's claim of friendship.",Drupada reacted with a sigh of relief to Drona,{'google_bleu': 0.04285714285714286},True
709,"According to Drupada, what impairs friendship?",Drupada believed that time and anger are factors that impair friendship.,Drupada says that friendship impairs the king's ability to bear the,{'google_bleu': 0.07142857142857142},True
710,What were the criteria mentioned by Drupada for friendship to exist?,"Drupada stated that friendship can exist between equals in terms of wealth, knowledge, and strength.","Drupada mentioned that the king, intoxicated with the pride of wealth,",{'google_bleu': 0.13636363636363635},True
711,Why did Drupada question the continuation of their former friendship?,"Drupada believed that friendship could not exist between a poor man and a rich man, a man of letters and an unlettered mind, or a hero and a coward.",Drupada asked the continuation of their former friendship.,{'google_bleu': 0.03278688524590164},True
712,Who used to give the sons of Kunti lessons in the use of arms?,The mighty son of Drona (Aswatthaman) used to give the sons of Kunti lessons in the use of arms.,"Drona, the son of Brahmanas, used to give the sons",{'google_bleu': 0.23170731707317074},True
713,What did the princes do when their ball fell into a well?,"The princes surrounded a nearby Brahmana, seeking his help to recover the ball.","The princes acted as if they had fallen into a well, and they ",{'google_bleu': 0.09259259259259259},True
714,How did Drona demonstrate his skills to the princes?,Drona threw his ring into the well and promised to bring it back along with the lost ball using blades of grass.,Drona demonstrated his skills to the princes by demonstrating his knowledge of the art of,{'google_bleu': 0.06976744186046512},True
715,What did Yudhishthira promise Drona in return for recovering the ball?,"Yudhishthira offered to provide Drona with something that would last him a lifetime, with the permission of Kripa.",Yudhishthira promised Drona that he would recover the ball from,{'google_bleu': 0.06756756756756757},True
716,How did Drona plan to retrieve the ball using the blades of grass?,"Drona intended to pierce the ball with one blade of grass and then pierce that blade with another, forming a chain to bring up the ball.",Drona planned to retrieve the ball using the blades of grass using the blades of,{'google_bleu': 0.08490566037735849},True
717,How did Arjuna prove his excellence in archery to his preceptor?,"Arjuna filled his narrow-mouthed vessel with water using the Varuna weapon and arrived at the same time as Drona's son, demonstrating his skill and excellence in archery.",Arjuna proved his excellence in archery to his preceptor by demonstrating his ability,{'google_bleu': 0.1},True
718,What secret instruction did Drona give to the cook regarding Arjuna?,Drona instructed the cook not to give Arjuna his food in the dark and not to reveal this instruction to Arjuna.,Drona gave the cook a secret instruction regarding Arjuna.,{'google_bleu': 0.0975609756097561},False
719,What did Arjuna do when the lamp went out during his meal?,"Arjuna continued eating in the dark, his hand going to his mouth from habit, showing his focus and determination.",Arjuna gave his son Aswatthaman a broad-mouthed vessel (,{'google_bleu': 0.024390243902439025},True
720,How did Drona react when he heard the sound of Arjuna's bowstring in the night?,"Drona approached Arjuna and expressed his confidence in his abilities, declaring that he would make Arjuna the greatest archer in the world.",Drona reacted with a sigh of relief when he heard Ar,{'google_bleu': 0.022222222222222223},True
721,What did the Pandavas tell Drona upon their return to the city?,The Pandavas informed Drona about the remarkable feat of archery they witnessed in the woods.,The Pandavas told Drona that they had witnessed a wonderful feat of archery in,{'google_bleu': 0.22413793103448276},False
722,What did Arjuna ask Drona in private regarding Ekalavya?,"Arjuna questioned why there was a pupil, Ekalavya, who seemed superior to him despite Drona's assurance that no pupil of his would be equal to Arjuna.",Arjuna asked Drona in private about Ekalavya's archery feat,{'google_bleu': 0.00909090909090909},True
723,How did Ekalavya respond when Drona asked for his fees as a guru?,Ekalavya expressed his willingness to give anything requested by Drona as his guru.,Ekalavya responded by asking Drona for his fees as a guru.,{'google_bleu': 0.16},True
724,What did Drona ask Ekalavya to give as his fees?,Drona asked Ekalavya to offer the thumb of his right hand.,"Drona asked Ekalavya to give him a fee of Rs. 2,000",{'google_bleu': 0.2857142857142857},True
725,Who rescued Drona when he was attacked by the alligator?,"Arjuna, also known as Vibhatsu, rescued Drona from the alligator.",Drona rescued his pupil when he was attacked by the alligator.,{'google_bleu': 0.17391304347826086},True
726,What was the name of the weapon that Drona gave to Arjuna?,Drona gave Arjuna the weapon called Brahmasira.,Drona gave Arjuna a weapon called the 'Samantha,{'google_bleu': 0.38461538461538464},True
727,What advice did Drona give to Arjuna regarding the use of the Brahmasira weapon?,"Drona advised Arjuna never to use the Brahmasira weapon against any human foe, as it had the potential to burn the whole universe. However, he could use it against non-human adversaries.",Drona gave Arjuna the advice to use the Brahmasira weapon,{'google_bleu': 0.12686567164179105},True
728,How did Arjuna respond when Drona gave him the Brahmasira weapon?,"Arjuna received the weapon with joined hands, pledging to follow Drona's instructions.",Arjuna responded to Drona's request to give him the Brahmasi,{'google_bleu': 0.08},True
